Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	7565033a-ea03-4f4b-8fc5-eb1516bb4f87
Plate Name	rech2ax53bp1270224
Measurement	Measurement 1
Evaluation	Evaluation5
Population	Population - Nuclei Selected

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Nuclei Selected - Object No in Nuclei	Nuclei Selected - Nucleus Area [µm²]	Nuclei Selected - Nucleus Roundness	Nuclei Selected - Nucleus Ratio Width to Length	Nuclei Selected - Intensity Nucleus Alexa 488 Mean	Nuclei Selected - Intensity Nucleus DAPI Mean	Nuclei Selected - Intensity Ring Region DAPI Mean	Nuclei Selected - Total Spot Area	Nuclei Selected - Relative Spot Intensity	Nuclei Selected - Number of Spots	Nuclei Selected - Number of Spots per Area of Nucleus	Nuclei Selected - Total Spot Area (2)	Nuclei Selected - Relative Spot Intensity (2)	Nuclei Selected - Number of Spots (2)	Nuclei Selected - Number of Spots per Area of Nucleus (2)	
6	6	0	28	50	478	642	[421,585,536,713]	-626.22	-20.17					55	396.577	0.985169	0.826049	3859.22	10780.5	1947.04	1788	0.0450801	36	0.00321371	1573	0.0389486	37	0.00330298	
6	6	0	28	51	77	699	[42,664,114,736]	-702.04	-30.13					56	143.132	1.0127	0.910288	2128.17	6797.16	1423.45	455	0.0331884	13	0.00321543	102	0.0147411	3	0.000742023	
6	6	0	28	52	150	704	[112,667,186,742]	-688.55	-31.09					57	154.956	0.982166	0.908081	2102.41	6387.6	1462.83	639	0.0244605	20	0.00456934	181	0.0083972	7	0.00159927	
6	6	0	46	1	189	99	[155,14,228,137]	-65.44	-527.92					1	233.124	0.816722	0.491692	3194.43	8331.07	1553.79	1084	0.0513762	33	0.00501139	945	0.0306715	36	0.00546697	
6	6	0	46	2	59	35	[33,12,82,60]	-90.5	-519.98					2	59.0157	0.911622	0.789917	3797.09	9842.85	5697.89	94	0.0403977	1	0.00059988	114	0.0356393	1	0.00059988	
6	6	0	46	3	863	105	[831,72,896,143]	61.08	-533.75					4	130.245	0.987656	0.852964	2561.08	15049.2	3396.25	368	0.0171228	8	0.0021745	326	0.0203607	9	0.00244632	
6	6	0	46	4	770	175	[738,143,805,208]	43.71	-546.66					5	124.864	0.986932	0.937814	2588.5	15332.9	4105.18	179	0.00777701	5	0.00141764	460	0.0148085	10	0.00283527	
6	6	0	46	5	647	241	[625,219,672,264]	20.57	-559					6	61.1398	1.00274	0.917613	2619.61	16076.9	3614.95	235	0.0112372	6	0.00347423	273	0.0215586	8	0.00463231	
6	6	0	46	6	624	384	[565,328,694,444]	17.19	-586.03					8	409.711	0.984157	0.794132	2511.85	10838.1	2816.94	1317	0.0407572	34	0.00293787	1088	0.0275379	40	0.00345632	
6	6	0	46	7	960	411	[931,382,996,441]	79.93	-590.99					9	108.473	0.998494	0.877902	2899.98	18157.3	4990.06	893	0.0186743	19	0.00620104	749	0.0277337	23	0.00750653	
6	6	0	46	8	953	521	[924,493,995,550]	78.91	-611.58					10	116.226	0.970319	0.751804	2776.68	9060.43	1793.99	134	0.0330137	3	0.000913798	53	0.00193464	2	0.000609199	
6	6	0	46	9	215	603	[183,559,248,643]	-61.01	-626.74					12	153.08	0.970364	0.709001	2176.34	7802.07	1407.79	669	0.0291386	24	0.00555042	847	0.0207502	26	0.00601295	
6	6	0	46	10	793	650	[755,619,827,682]	47.22	-636.17					13	129.785	0.991353	0.838152	2732.38	15668.6	3873.21	369	0.00550712	9	0.00245499	317	0.00927745	9	0.00245499	
6	6	0	46	11	897	656	[869,625,925,693]	67.22	-637.6					14	111.517	0.976991	0.788404	2535.42	9842.9	1774	451	0.0219266	11	0.00349206	291	0.00946658	10	0.0031746	
6	6	0	46	12	391	766	[359,737,432,795]	-27.13	-657.68					15	123.129	0.96222	0.756478	2366.86	8926.57	2013.9	273	0.0234468	7	0.00201265	233	0.00745499	7	0.00201265	
6	6	0	46	13	170	790	[139,757,201,821]	-69.62	-661.93					17	111.553	0.995488	0.847424	3121.2	14475.5	3487.53	247	0.00778679	6	0.00190416	600	0.0165774	17	0.00539511	
6	6	0	46	14	239	793	[203,760,287,826]	-55.36	-662.45					18	155.593	0.959377	0.737761	2127.26	7982.22	1637.96	608	0.0263774	20	0.00455063	850	0.0228279	31	0.00705347	
6	6	0	46	15	986	840	[956,798,1017,881]	83.93	-671.63					19	139.485	0.965669	0.675157	2616.35	14130	3412.66	284	0.00801817	6	0.00152284	611	0.0165316	19	0.00482234	
6	6	0	46	16	556	893	[526,864,587,929]	3.11	-682.26					20	110.384	0.989568	0.837221	2138.17	9469.82	1811.26	591	0.019632	17	0.00545221	102	0.00143381	4	0.00128287	
6	6	0	46	17	620	906	[593,875,648,941]	15.13	-684.42					21	105.57	0.970898	0.754034	2307.96	9878.27	1792.58	417	0.0159116	15	0.00503018	54	0.001356	2	0.000670691	
6	6	0	46	18	203	928	[167,891,260,972]	-62.26	-688.9					22	193.828	0.862792	0.690268	4503.61	15471.7	6593.49	658	0.0368587	14	0.00255708	580	0.0316562	15	0.00273973	
6	6	0	46	19	401	941	[371,911,437,972]	-25.61	-690.79					23	113.5	0.992896	0.87248	2756.44	9787.73	2175.63	440	0.022985	12	0.00374298	610	0.0214294	19	0.00592639	
6	6	0	46	20	758	967	[727,936,789,999]	41.02	-695.62					24	107.729	1.00096	0.858621	2357.28	9467.22	2178.59	246	0.0466242	5	0.00164312	251	0.0270776	5	0.00164312	
6	6	0	46	21	553	978	[523,950,580,1014]	2.18	-698.41					25	97.1793	0.975191	0.685602	2313.52	10384.5	2275.34	224	0.0388016	6	0.00218579	107	0.0136323	3	0.0010929	
6	6	0	46	22	1007	981	[972,947,1048,1015]	88.36	-698.33					26	142.211	0.965824	0.848813	2237.39	11220.6	4725.22	0	0	0	0	0	0	0	0	
6	6	0	46	23	696	1025	[657,985,733,1063]	28.99	-706.61					27	150.849	0.914511	0.705439	2487.41	10682.9	3865.55	510	0.0332717	10	0.00234687	233	0.00491587	5	0.00117343	
6	6	0	46	24	963	230	[929,192,997,277]	79.89	-557.64					30	165.789	0.979428	0.759772	1332.47	11345.9	1881.33	311	0.00724122	9	0.00192185	1342	0.0270293	39	0.00832799	
6	6	0	46	25	80	228	[47,196,115,280]	-86.07	-558.05					31	151.628	0.985599	0.709762	2213.47	9737.6	1741.23	746	0.0446819	28	0.00653747	895	0.0386399	33	0.00770488	
6	6	0	46	26	867	288	[830,249,904,325]	61.44	-567.85					32	154.071	0.999805	0.77814	2507.04	13168.7	2182	615	0.0117842	16	0.00367647	468	0.0170021	17	0.00390625	
6	6	0	46	27	554	290	[520,258,593,323]	3.25	-568.14					33	130.245	0.976464	0.831071	2916.43	16159.9	4819.31	123	0.00148962	2	0.000543626	303	0.00775569	4	0.00108725	
6	6	0	46	28	120	373	[85,338,159,408]	-78.61	-583.61					34	148.973	0.991526	0.912325	2528.18	11709.2	1936.85	828	0.0211748	24	0.00570342	1095	0.0261359	34	0.00807985	
6	6	0	46	29	486	456	[450,420,524,492]	-10.09	-599.48					35	152.655	0.979004	0.827443	2463.74	13907.2	2373.97	668	0.0127031	16	0.00371058	741	0.0226305	25	0.00579777	
6	6	0	46	30	70	526	[38,494,104,574]	-88.11	-613.89					36	147.061	0.984321	0.728439	2507.49	10377.5	1758.58	825	0.0152728	21	0.00505537	1169	0.02098	31	0.00746269	
6	6	0	46	31	643	574	[610,535,676,615]	19.53	-621.73					37	149.646	0.99405	0.80474	2512.14	14255.8	2374.7	640	0.00598103	16	0.00378519	900	0.0200872	29	0.00686066	
6	6	0	46	32	865	755	[828,719,902,792]	61.14	-655.65					39	154.673	0.996717	0.937528	2590.19	13073.5	3151.12	659	0.00722615	15	0.00343328	119	0.00341998	3	0.000686656	
6	6	0	46	33	533	775	[493,727,569,835]	-2.02	-660.57					40	231.142	0.893757	0.626576	3288.2	12043.9	3997.84	531	0.0344789	8	0.0012253	570	0.0355695	12	0.00183795	
6	6	0	46	34	682	769	[644,731,720,809]	26.9	-658.16					41	161.399	0.994634	0.877197	2312.96	7460.37	1460.91	668	0.0303977	17	0.00372889	1096	0.0249682	34	0.00745778	
6	6	0	46	35	829	888	[795,853,865,922]	54.42	-680.55					42	134.104	1.00408	0.897453	2664.3	11408.9	2133.02	701	0.0194149	19	0.00501584	750	0.0135513	19	0.00501584	
6	6	0	3	1	201	58	[170,28,236,88]	-473.38	705.66					3	109.039	0.988885	0.801937	2781.53	9249.48	1852.69	482	0.0138615	13	0.00422078	120	0.0041012	5	0.00162338	
6	6	0	3	2	420	104	[391,74,450,134]	-432.38	697.16					5	100.543	0.981303	0.89752	2929.71	12898.9	3186.99	390	0.0217524	9	0.00316901	578	0.021524	14	0.00492958	
6	6	0	3	3	979	164	[942,106,1016,205]	-327.8	686.35					6	177.33	0.882735	0.59269	2368.87	6971.37	1552.39	916	0.0309031	30	0.00598922	1200	0.0254583	40	0.00798563	
6	6	0	3	4	855	143	[826,112,883,184]	-350.66	688.68					7	116.757	0.961315	0.746959	2442.96	14527.7	2611.52	565	0.0410912	16	0.00485143	536	0.0291049	19	0.00576107	
6	6	0	3	5	194	169	[165,143,220,196]	-475.21	684.64					8	80.3632	0.977686	0.897217	2369.88	11803.8	2927.17	272	0.0423151	6	0.00264317	205	0.0136227	6	0.00264317	
6	6	0	3	6	671	179	[641,147,700,221]	-385.31	681.95					9	123.979	0.965984	0.759077	2797.74	8076.31	1494.17	228	0.0483064	6	0.00171331	179	0.033116	4	0.0011422	
6	6	0	3	7	406	175	[384,153,430,197]	-434.94	683.62					10	60.3609	0.978612	0.902744	2195.59	15404.6	2575.2	37	0.00111113	1	0.00058651	206	0.00519735	3	0.00175953	
6	6	0	3	8	260	186	[229,156,297,217]	-462.05	681.42					11	115.27	1.00163	0.85343	2599	12036.2	2558.77	510	0.0357242	11	0.00337838	766	0.0190945	23	0.00706388	
6	6	0	3	9	104	216	[71,186,141,248]	-491.43	675.94					12	118.456	0.992691	0.726118	2638.77	12027.9	2377.81	674	0.0130938	16	0.00478183	605	0.0122581	24	0.00717274	
6	6	0	3	10	517	224	[491,199,546,251]	-413.87	674.27					13	78.9472	0.982114	0.906081	2523.15	11911.1	2370.25	414	0.00824771	9	0.00403587	27	0.000576254	1	0.00044843	
6	6	0	3	11	455	271	[433,248,482,294]	-425.55	665.39					14	64.149	0.996467	0.780073	2071.34	14669	2663.31	56	0.00496768	2	0.00110375	148	0.0051006	3	0.00165563	
6	6	0	3	12	329	289	[299,253,359,329]	-449.64	661.67					15	130.812	0.984446	0.774421	2271.41	7623.6	1444.84	647	0.0388134	22	0.00595399	294	0.0105359	10	0.00270636	
6	6	0	3	13	523	295	[499,271,550,319]	-412.73	661.08					16	69.5301	1.00168	0.865404	2368.77	13207.6	3342.57	137	0.0273704	3	0.00152749	56	0.00968573	2	0.00101833	
6	6	0	3	14	788	339	[745,280,854,381]	-362.3	653.47					17	260.844	0.819915	0.670622	2825.35	6383.45	1789.5	921	0.0167775	16	0.00217155	652	0.0296611	18	0.002443	
6	6	0	3	15	245	327	[214,296,278,361]	-465.42	654.85					18	115.235	1.01394	0.883477	2501.01	8768.85	1509.65	671	0.054763	18	0.00552995	236	0.0153235	8	0.00245776	
6	6	0	3	16	95	390	[64,350,126,437]	-493.29	642.67					19	134.529	0.920914	0.572192	2603.91	14269.4	3831.02	275	0.0359956	6	0.00157895	331	0.0418285	7	0.00184211	
6	6	0	3	17	600	425	[567,390,634,470]	-398.28	635.56					20	152.23	0.910168	0.757255	2088.52	11121.7	4690.73	6	2.85726E-05	1	0.000232558	58	0.0013562	2	0.000465116	
6	6	0	3	18	213	441	[175,410,247,473]	-471.39	633.59					21	118.633	0.964345	0.777946	2676.92	11317.9	2024.9	956	0.0323517	20	0.00596837	606	0.0208147	19	0.00566995	
6	6	0	3	19	1000	443	[976,419,1024,467]	-323.29	633.12					22	67.0166	0.950234	0.864382	1907.17	9088.75	4541.86	0	0	0	0	130	0.00292817	1	0.000528262	
6	6	0	3	20	626	499	[597,469,655,531]	-393.77	622.42					23	101.18	0.98483	0.906636	2885.66	10070.1	1934.29	336	0.00413131	6	0.00209937	0	0	0	0	
6	6	0	3	21	840	539	[808,515,871,564]	-353.43	614.99					24	88.1518	0.96042	0.72115	2204.79	11190.7	2382.62	101	0.00156745	3	0.00120482	26	0.000472519	1	0.000401606	
6	6	0	3	22	464	541	[438,515,492,568]	-424.1	614.74					25	78.8409	0.988648	0.865744	2322.06	12769.1	2863.2	128	0.031459	2	0.000898069	98	0.0361437	1	0.000449035	
6	6	0	3	23	890	602	[864,576,918,628]	-343.87	603.18					26	82.5582	0.992814	0.926022	2194.24	11855	2125.9	354	0.0295656	5	0.00214408	236	0.0075930600000000004	5	0.00214408	
6	6	0	3	24	257	639	[207,596,282,713]	-464.96	592.95					27	168.126	0.781656	0.326932	2766.75	12043.9	4809.01	250	0.0119906	4	0.000842283	160	0.0154854	3	0.000631712	
6	6	0	3	25	449	673	[418,643,482,703]	-426.94	589.98					28	109.606	0.998053	0.841224	2065.41	9459	2206.68	375	0.0228102	15	0.00484496	304	0.0147486	12	0.00387597	
6	6	0	3	26	813	675	[784,646,842,705]	-358.62	589.45					29	97.1439	0.987991	0.916246	2444.45	10207.8	3002.98	265	0.00900357	3	0.00109329	0	0	0	0	
6	6	0	3	27	77	687	[50,660,110,717]	-496.51	587.27					30	96.0819	0.968907	0.779226	2224.33	10178.1	1876.84	665	0.0186115	21	0.00773766	413	0.00951918	19	0.00700074	
6	6	0	3	28	889	687	[863,660,915,717]	-344.32	587.06					31	83.16	1.00422	0.815092	2232.97	11673.6	2087.92	351	0.0194017	6	0.00255428	75	0.0037788	1	0.000425713	
6	6	0	3	29	394	776	[365,747,431,806]	-436.84	570.45					32	109.747	1.00512	0.860293	2031.23	9676.09	2145.71	527	0.0463223	14	0.00451613	248	0.0132842	9	0.00290323	
6	6	0	3	30	822	798	[797,771,848,830]	-356.82	565.8					33	82.4166	0.96373	0.811357	2353.52	11510.2	2284.05	426	0.0468313	14	0.00601375	278	0.0156226	13	0.00558419	
6	6	0	3	31	887	847	[862,821,913,876]	-344.64	556.91					34	80.08	0.990122	0.825557	2416.83	11992.2	2606.03	428	0.0230278	13	0.00574713	403	0.0192794	13	0.00574713	
6	6	0	3	32	244	914	[213,886,269,961]	-466.06	543.28					36	108.119	0.925609	0.623747	2809.42	11162.5	3883.8	252	0.00841229	6	0.00196464	204	0.00610473	6	0.00196464	
6	6	0	3	33	379	1000	[337,957,442,1067]	-438.54	526.51					37	258.472	0.830009	0.569623	2811.2	15574.9	5042.91	646	0.00627209	17	0.00232845	1727	0.0295813	54	0.00739625	
6	6	0	3	34	309	1017	[282,993,343,1042]	-452.87	525.34					38	84.0805	0.909711	0.736505	2905.61	11098.6	4255.64	213	0.00349208	4	0.00168421	0	0	0	0	
6	6	0	3	35	856	276	[804,222,909,332]	-350.37	664.29					41	300.389	0.907321	0.765904	2803.85	8148.67	1665.88	899	0.0124185	22	0.00259281	1036	0.0382747	28	0.00329994	
6	6	0	3	36	448	434	[406,393,490,475]	-427.18	634.91					42	153.717	0.967617	0.503965	2141.35	8588.92	1662.18	834	0.0217311	25	0.00575772	1032	0.0217982	27	0.00621833	
6	6	0	3	37	740	499	[696,463,783,537]	-372.38	622.45					43	176.233	0.984066	0.749228	2170.07	11113.4	2278.07	780	0.0136291	23	0.00462033	337	0.0115477	13	0.00261149	
6	6	0	3	38	698	821	[643,753,752,892]	-380.01	561.38					45	392.966	0.976975	0.747065	3170.38	5746.91	1286.09	1247	0.0377738	33	0.00297297	864	0.0387528	28	0.00252252	
6	6	0	3	39	523	856	[485,816,561,897]	-412.95	555.36					46	173.79	1.00579	0.886229	2199.8	7978.53	1563.8	778	0.0279743	23	0.00468527	1302	0.0230563	42	0.00855571	
6	6	0	3	40	325	854	[287,820,365,888]	-450.29	555.93					47	146.884	0.983652	0.839828	2282.08	13515.3	3101.53	368	0.00461963	11	0.00265124	414	0.0120603	13	0.00313329	
6	6	0	3	41	192	991	[149,932,235,1039]	-475.53	531.1					48	263.676	0.933552	0.764976	3109.51	15650.4	3530.49	894	0.0274442	17	0.00228249	858	0.0350697	18	0.00241676	
6	6	0	20	1	133	48	[104,21,163,75]	128.69	297.67					3	90.6653	0.98265	0.854814	2243.95	10827.4	2056.03	494	0.0190915	16	0.00624756	211	0.00530141	8	0.00312378	
6	6	0	20	2	203	85	[178,60,230,112]	141.88	290.46					4	76.1858	0.999136	0.892111	2656.24	12440.2	2275.06	434	0.0296051	14	0.00650558	344	0.0334856	12	0.00557621	
6	6	0	20	3	56	95	[27,69,85,121]	114.06	288.72					6	86.2046	0.98874	0.856406	2181.13	11355.3	2018.12	228	0.0520824	6	0.00246407	103	0.0272544	3	0.00123203	
6	6	0	20	4	495	117	[470,86,519,151]	196.45	284.19					7	90.9839	0.945476	0.701859	2840	8290.36	1859.18	403	0.0500102	8	0.00311284	108	0.0107637	3	0.00116732	
6	6	0	20	5	1006	153	[973,120,1039,194]	293.04	277.03					8	136.511	0.904476	0.755805	2407.09	9767.5	2757.03	419	0.0410246	6	0.00155602	241	0.0138178	7	0.00181535	
6	6	0	20	6	416	183	[381,149,462,220]	182.72	271.82					9	154.637	0.97089	0.708946	3040.28	10194	1947.09	704	0.0359906	16	0.003663	320	0.0182709	9	0.00206044	
6	6	0	20	7	910	225	[865,188,964,259]	275.83	264.53					10	174.781	0.899566	0.525128	2645.72	11109.3	2930.23	1012	0.0362584	16	0.00324083	625	0.023859	15	0.00303828	
6	6	0	20	8	235	241	[210,217,265,266]	148.24	261.12					11	76.7168	0.973361	0.811908	2795.28	12166	2404.87	433	0.0449173	10	0.00461467	254	0.0321882	8	0.00369174	
6	6	0	20	9	87	287	[56,257,127,318]	120.59	252.61					13	118.881	0.994704	0.787384	2300.03	15928.1	5092.09	412	0.0173861	7	0.00208457	243	0.0252599	5	0.00148898	
6	6	0	20	10	190	327	[165,300,216,355]	139.38	244.86					14	78.0267	0.975563	0.862292	2374.56	12867.5	2423.4	318	0.00794466	12	0.00544465	92	0.0019914	3	0.00136116	
6	6	0	20	11	315	330	[290,305,340,357]	162.82	244.22					15	74.7697	0.988508	0.87428	2473.15	13143.8	3050.15	242	0.0127698	7	0.00331439	38	0.00112695	1	0.000473485	
6	6	0	20	12	45	371	[17,343,74,400]	111.96	236.51					16	95.5862	0.972468	0.891011	2057.32	10971.6	1868.9	568	0.0185072	15	0.00555556	180	0.00409947	7	0.00259259	
6	6	0	20	13	610	405	[580,375,641,438]	218.28	229.94					18	111.34	0.97611	0.906639	2146.13	9896.49	2214.2	304	0.0304758	5	0.00158983	224	0.0132454	7	0.00222576	
6	6	0	20	14	169	433	[142,406,196,471]	135.27	224.21					19	99.2327	0.949219	0.730607	1982.76	10209.8	1839.67	466	0.0116927	14	0.00499465	21	0.000400525	1	0.000356761	
6	6	0	20	15	246	522	[217,493,276,553]	149.99	208.13					21	98.7016	1.01037	0.843274	1633.57	10332.8	2090.21	191	0.00313854	8	0.00286944	65	0.00153649	3	0.00107604	
6	6	0	20	16	623	536	[599,512,648,568]	220.83	204.94					22	77.177	0.998908	0.782906	3117.05	12368.6	2477.86	452	0.0319486	10	0.00458716	426	0.0324184	13	0.0059633	
6	6	0	20	17	95	556	[67,529,134,584]	122.25	201.91					23	101.852	0.988542	0.73961	2107.03	9992.35	1958.81	326	0.0168353	11	0.00382343	96	0.00287962	4	0.00139034	
6	6	0	20	18	516	559	[489,531,545,589]	200.84	201.09					24	89.143	0.973221	0.850398	2737.04	11004.7	3498.27	627	0.0215001	11	0.00436855	160	0.00537372	4	0.00158856	
6	6	0	20	19	335	594	[309,567,362,631]	166.77	193.87					26	94.7366	0.973994	0.768483	3108.77	15186.3	4262.53	304	0.00544509	10	0.00373692	245	0.00639784	10	0.00373692	
6	6	0	20	20	826	610	[792,577,858,651]	258.77	190.87					27	126.882	0.973134	0.613085	1938.77	8105.5	1385.89	666	0.0484335	14	0.00390625	242	0.0120728	6	0.00167411	
6	6	0	20	21	543	608	[517,582,573,634]	205.93	191.85					28	79.8676	0.960225	0.804615	3082.83	12379.5	2574.09	616	0.035208	8	0.0035461	243	0.022767	3	0.00132979	
6	6	0	20	22	58	681	[28,651,89,733]	114.47	176.86					29	137.503	0.903509	0.689327	2492.8	14623	4803.08	65	0.0012471	2	0.000514933	350	0.00440215	6	0.0015448	
6	6	0	20	23	687	680	[658,651,718,710]	232.8	178.49					30	97.1439	0.994609	0.812687	2258.9	10445.8	1882.3	597	0.0623351	10	0.00364431	337	0.0190767	10	0.00364431	
6	6	0	20	24	564	696	[529,667,602,726]	210.01	175.57					31	118.704	0.993866	0.769569	2470.42	13009.9	2352.1	520	0.00600981	16	0.00477185	768	0.0160685	25	0.00745601	
6	6	0	20	25	389	704	[354,674,421,733]	176.48	174.02					32	110.101	0.994332	0.744858	1964.46	9630.34	1793.02	402	0.00862609	13	0.00418006	45	0.000598109	2	0.000643087	
6	6	0	20	26	254	709	[227,686,283,732]	151.58	173.17					33	75.0175	0.968176	0.784465	1893.67	13084.9	2380.95	241	0.0146301	8	0.00377537	71	0.00339835	2	0.000943841	
6	6	0	20	27	183	749	[150,712,217,787]	138.14	165.6					34	132.652	0.975569	0.780724	2523.35	12933.5	2845.11	524	0.020898	14	0.00373632	752	0.0223918	19	0.00507072	
6	6	0	20	28	452	755	[411,727,483,788]	187.48	164.14					35	115.235	0.989247	0.663513	2110.68	9611.77	1675.39	513	0.0145555	17	0.00522273	488	0.0117641	18	0.00552995	
6	6	0	20	29	122	755	[97,730,149,782]	126.5	164.39					36	75.1591	0.969221	0.896283	2070.82	13240	2888.83	287	0.00744849	7	0.00329722	26	0.000443335	1	0.000471032	
6	6	0	20	30	41	766	[16,742,65,797]	111.14	161.92					37	72.1853	0.939997	0.814545	1516.11	12055.5	6649.75	0	0	0	0	0	0	0	0	
6	6	0	20	31	609	778	[580,750,657,807]	219.57	159.76					38	125.607	0.951175	0.722355	1978.04	8148.45	1463.93	481	0.0187573	14	0.00394589	374	0.0112411	15	0.00422773	
6	6	0	20	32	299	795	[272,768,341,825]	161.14	156.62					39	109.393	0.904676	0.718456	2300.11	10190.5	2339.08	581	0.00738595	18	0.00582524	409	0.00900482	14	0.00453074	
6	6	0	20	33	131	827	[107,804,161,851]	128.62	150.94					41	71.7959	0.988468	0.837478	2030.72	13731	2801.78	194	0.00427665	8	0.00394477	27	0.000506784	1	0.000493097	
6	6	0	20	34	278	849	[248,822,307,878]	155.55	146.58					42	94.3826	0.934356	0.820872	2579.8	10944.8	2868.05	458	0.0184405	7	0.00262566	150	0.010043	4	0.00150038	
6	6	0	20	35	491	876	[459,838,524,912]	195.9	142.06					43	131.201	0.997452	0.747662	2329.19	14303.8	2732.27	656	0.0120449	16	0.00431732	921	0.0267516	25	0.00674582	
6	6	0	20	36	763	873	[733,843,794,912]	246.96	141.44					44	121.749	0.967237	0.830422	2244.64	11875.2	2326.86	481	0.00923704	13	0.00378017	644	0.0130654	17	0.0049433	
6	6	0	20	37	74	885	[51,862,100,908]	117.54	140.1					45	65.2819	0.990018	0.879244	2220.53	14550.4	3762.29	340	0.0187175	9	0.00488069	225	0.0101252	8	0.00433839	
6	6	0	20	38	145	891	[121,867,170,924]	130.57	138.25					46	78.5931	0.986875	0.797075	2290.27	12344.1	2676.15	325	0.0287971	11	0.00495496	172	0.00954629	6	0.0027027	
6	6	0	20	39	256	920	[230,895,284,947]	151.86	133.29					47	78.9472	0.996797	0.82888	2282.7	12267.7	2612.29	439	0.0159465	9	0.00403587	54	0.00245196	2	0.000896861	
6	6	0	20	40	636	929	[608,900,665,963]	223.13	131.28					48	101.959	0.982734	0.833083	1983.66	6331.27	1259.13	452	0.0153773	14	0.00486111	178	0.00774331	8	0.00277778	
6	6	0	20	41	581	945	[556,920,608,974]	212.84	128.46					50	78.9826	0.982365	0.864199	1964.36	5063.3	1086.12	381	0.0150791	14	0.00627521	154	0.00990596	7	0.00313761	
6	6	0	20	42	355	953	[329,928,382,981]	170.31	127.18					51	76.7876	0.988548	0.772475	2211.1	12564.3	2850.77	460	0.0171568	11	0.00507146	71	0.00144844	2	0.000922084	
6	6	0	20	43	407	1017	[378,987,441,1046]	180.43	115.19					52	103.446	0.997282	0.855808	2253.6	9312.42	1857.85	402	0.0252838	13	0.00444901	21	0.00175006	1	0.000342231	
6	6	0	20	44	297	1032	[265,1000,329,1066]	159.29	112.25					53	118.138	0.985229	0.888218	2690.87	11814.7	2162.63	815	0.0232064	23	0.00689242	698	0.0204563	21	0.00629308	
6	6	0	20	45	842	163	[801,128,890,199]	262.49	275.77					57	178.286	0.980918	0.742337	4140.63	9146.7	2069.6	343	0.00191132	6	0.00119142	844	0.00841043	18	0.00357427	
6	6	0	20	46	723	287	[678,190,767,334]	239.57	255.58					58	310.938	0.79797	0.489867	3196.82	8596.23	1791.06	2043	0.0620132	43	0.00489582	1632	0.05239	46	0.00523739	
6	6	0	20	47	358	261	[323,227,403,298]	171.68	257.03					59	146.53	0.977066	0.678771	2657.42	14064.3	2988.69	887	0.0174763	14	0.00338246	498	0.0195176	13	0.00314086	
6	6	0	20	48	508	349	[476,316,540,382]	199.1	240.88					60	116.969	0.997651	0.873785	2356.32	8546.69	1579.45	613	0.0580329	15	0.00453995	417	0.0376979	12	0.00363196	
6	6	0	20	49	971	439	[935,403,1006,475]	286.12	223.93					61	135.024	1.01375	0.734084	2091.75	7515.01	1391.12	526	0.0536429	15	0.00393288	438	0.0158415	16	0.00419507	
6	6	0	20	50	554	460	[513,424,590,499]	207.25	219.82					62	152.584	0.925102	0.684881	3227.17	11209.9	4412.42	310	0.00525472	5	0.00116009	373	0.0180902	6	0.00139211	
6	6	0	20	51	809	539	[773,503,845,576]	255.77	205.02					63	146.672	0.998898	0.778616	1851.34	6774.62	1404.77	298	0.041294	7	0.0016896	157	0.012606	5	0.00120685	
6	6	0	20	52	1004	643	[972,611,1037,684]	292.52	184.68					64	136.016	0.995061	0.862215	2139.44	7371.8	1385.71	505	0.0518234	13	0.00338365	315	0.0202639	12	0.00312337	
6	6	0	20	53	846	819	[809,781,881,859]	262.46	152.24					65	148.194	0.967795	0.663664	2019.89	9369.13	1596.98	726	0.0161411	16	0.00382226	715	0.0159692	23	0.00549451	
6	6	0	20	54	908	972	[851,928,996,1043]	276.03	122.29					66	377.212	0.812844	0.503531	3926.64	16760.6	6317.07	769	0.00237328	20	0.00187705	1607	0.00837041	37	0.00347255	
6	6	0	33	1	1003	47	[975,16,1031,77]	292.46	-112.34					3	97.0731	0.974584	0.844735	2769.7	9822.43	2517.8	472	0.00857318	11	0.00401167	320	0.0148418	9	0.00328228	
6	6	0	33	2	1014	245	[988,219,1041,273]	294.32	-149.88					4	83.0538	0.989009	0.892788	2923.27	10796.5	2780.88	468	0.012511	8	0.00341006	106	0.00328324	4	0.00170503	
6	6	0	33	3	693	583	[660,557,734,610]	234.63	-213.33					5	112.438	0.975561	0.683139	2526.15	9294.17	1856.13	386	0.0274557	9	0.00283375	234	0.00852655	7	0.00220403	
6	6	0	33	4	980	650	[913,572,1044,709]	288.35	-225.15					6	458.814	0.878631	0.75393	2685.06	10418.3	2957.55	1039	0.0155409	15	0.00115741	586	0.0248644	11	0.000848765	
6	6	0	33	5	340	660	[303,623,378,700]	167.6	-227.9					7	168.232	0.949263	0.881395	2133.06	10139.1	2024.3	421	0.00678973	12	0.00252525	913	0.013845	29	0.00610269	
6	6	0	33	6	695	672	[661,635,730,707]	233.97	-229.27					8	123.377	0.925758	0.843274	2744.13	9889.32	4203.94	34	0.000767596	1	0.000286944	87	0.0032791	3	0.000860832	
