Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	7565033a-ea03-4f4b-8fc5-eb1516bb4f87
Plate Name	rech2ax53bp1270224
Measurement	Measurement 1
Evaluation	Evaluation5
Population	Population - Nuclei Selected

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Nuclei Selected - Object No in Nuclei	Nuclei Selected - Nucleus Area [µm²]	Nuclei Selected - Nucleus Roundness	Nuclei Selected - Nucleus Ratio Width to Length	Nuclei Selected - Intensity Nucleus Alexa 488 Mean	Nuclei Selected - Intensity Nucleus DAPI Mean	Nuclei Selected - Intensity Ring Region DAPI Mean	Nuclei Selected - Total Spot Area	Nuclei Selected - Relative Spot Intensity	Nuclei Selected - Number of Spots	Nuclei Selected - Number of Spots per Area of Nucleus	Nuclei Selected - Total Spot Area (2)	Nuclei Selected - Relative Spot Intensity (2)	Nuclei Selected - Number of Spots (2)	Nuclei Selected - Number of Spots per Area of Nucleus (2)	
5	2	0	6	21	583	607	[536,582,626,636]	212.73	602					25	137.467	0.898707	0.528822	1693.41	5348.75	1309.43	380	0.0225024	9	0.0023178	144	0.00332485	7	0.00180273	
5	2	0	6	22	850	627	[817,595,884,658]	263.47	598.41					26	114.774	0.946378	0.868176	1685.53	6458.22	1626.15	381	0.0425016	7	0.00215916	324	0.0385671	8	0.00246761	
5	2	0	6	23	667	667	[638,637,697,723]	229.34	588.8					27	147.521	0.950247	0.666052	1934.66	5046.69	1292.51	356	0.0287378	11	0.00263979	531	0.0173855	21	0.0050396	
5	2	0	6	24	176	668	[146,638,211,709]	137.17	590					28	116.367	0.937208	0.678909	1808.93	6460.7	1609.58	193	0.00211077	7	0.0021296	64	0.000745892	3	0.000912686	
5	2	0	6	25	138	705	[93,658,181,746]	129.19	584.5					29	171.701	0.898717	0.504741	1640.88	6570.46	1617.65	233	0.00177747	9	0.00185567	982	0.0142496	30	0.00618557	
5	2	0	6	26	514	736	[478,701,550,776]	200.1	577.72					30	144.441	0.990297	0.738839	1663.78	4925.54	1397.73	159	0.0352553	4	0.000980392	165	0.0140756	5	0.00122549	
5	2	0	6	27	973	748	[941,716,1002,794]	286.16	574.54					31	133.892	0.959134	0.685787	1687.92	10087.1	2227.65	376	0.00571764	12	0.00317292	251	0.00453509	9	0.00237969	
5	2	0	6	28	322	764	[300,735,346,808]	164.19	571.81					32	87.3729	0.876705	0.555436	1837.53	7255.28	2351.83	110	0.0164666	3	0.00121556	67	0.00938628	2	0.000810373	
5	2	0	6	29	899	767	[866,734,939,804]	273.18	571.89					33	141.751	0.985193	0.814615	1891.69	6751.33	1672.26	404	0.00600749	11	0.00274725	402	0.00716954	10	0.0024975	
5	2	0	6	30	438	775	[390,745,472,813]	184.46	569.98					34	139.768	0.941162	0.580252	1824.99	5112.58	1066.02	333	0.00281207	11	0.00278622	0	0	0	0	
5	2	0	6	31	1038	803	[1005,772,1075,834]	299.09	565.45					35	120.474	0.984387	0.83426	2106.57	11032.2	2337.95	546	0.0107286	15	0.00440788	509	0.0203599	14	0.00411402	
5	2	0	6	32	42	835	[15,809,68,870]	111.19	558.75					36	89.5678	1.00338	0.791686	1613.39	7600.74	1797.45	217	0.00415371	9	0.00355731	102	0.00310407	4	0.00158103	
5	2	0	6	33	334	857	[303,809,364,891]	165.98	556.27					37	126.705	0.87582	0.585284	1791.39	6134.26	2621.45	0	0	0	0	0	0	0	0	
5	2	0	6	34	776	849	[730,819,823,880]	249.78	556.72					38	164.019	0.940292	0.636173	1748.82	5605.29	1519.77	741	0.0338073	26	0.00561191	1037	0.0368294	39	0.00841787	
5	2	0	6	35	514	878	[468,849,555,908]	199.71	551.24					39	146.566	0.951705	0.651516	1637.53	4803.86	1028.18	210	0.0335649	5	0.00120773	242	0.0161722	8	0.00193237	
5	2	0	6	36	991	884	[960,854,1035,923]	291.15	549.22					40	109.96	0.929019	0.46354	1953.12	6250.28	1415.51	568	0.0556896	15	0.00482936	391	0.0200345	14	0.00450741	
5	2	0	6	37	842	933	[810,903,882,965]	262.5	540.72					42	128.794	0.954005	0.815251	1476.27	5368.32	1466.51	478	0.0290407	18	0.00494777	482	0.0241357	20	0.00549753	
5	2	0	6	38	763	942	[724,908,795,976]	246.48	539.13					43	116.049	0.981212	0.573635	1823.61	6720.1	2120.97	199	0.00192058	7	0.00213545	29	0.000447214	1	0.000305064	
5	2	0	6	39	663	947	[625,918,695,978]	227.42	538.11					44	114.172	0.990114	0.765672	1466.08	6641.89	2164.62	24	0.00371289	1	0.000310078	25	0.000471411	1	0.000310078	
5	2	0	6	40	394	958	[363,929,435,990]	178.66	536.12					46	121.04	0.952911	0.679403	1654.27	5656.17	1393.03	363	0.0267592	13	0.00380228	327	0.0237688	12	0.0035098	
5	2	0	6	41	802	1012	[766,980,843,1046]	254.71	526.07					47	134.635	0.956874	0.73434	1644.83	5778.47	1880.44	471	0.038507	15	0.00394425	499	0.0279117	21	0.00552196	
5	2	0	6	42	650	59	[610,23,694,98]	226.52	705.16					56	165.824	0.994514	0.726728	1731.37	6997.08	1739.33	417	0.00359882	15	0.00320239	809	0.0181805	27	0.0057643	
5	2	0	6	43	84	109	[47,70,122,164]	119.54	694.74					57	189.155	0.949496	0.738535	1614.29	4455.16	1072.66	797	0.0253366	32	0.00598914	1127	0.0241896	37	0.00692495	
5	2	0	6	44	989	135	[954,101,1026,170]	289.85	691.03					58	138.104	0.970775	0.811359	2031.16	6947.14	1798.67	543	0.0119426	15	0.00384517	980	0.0214697	33	0.00845937	
5	2	0	6	45	757	239	[718,203,808,282]	246.49	671.43					59	173.401	0.887378	0.634636	1702.25	6513.95	2470.13	214	0.0243973	7	0.00142915	191	0.00815122	6	0.00122499	
5	2	0	6	46	538	291	[473,245,619,386]	206.64	657.82					60	409.499	0.767946	0.443538	1776.92	5928.06	1757.7	952	0.00861693	30	0.00259359	1128	0.0133831	34	0.0029394	
5	2	0	6	47	989	334	[954,299,1027,371]	289.84	653.51					61	144.618	0.985618	0.762484	1944.31	8952.76	2117.94	368	0.00428455	12	0.00293758	976	0.0203781	23	0.00563035	
5	2	0	6	48	379	460	[307,325,423,510]	171.8	637.66					62	427.802	0.755721	0.426798	1916.58	7067.29	1841.71	1642	0.0168773	43	0.00355842	1376	0.0136785	45	0.00372393	
5	2	0	6	49	826	430	[789,394,862,466]	258.95	635.63					63	149.575	0.983236	0.872151	1682.83	4826.44	1046.38	151	0.000924924	5	0.00118343	102	0.0013979	4	0.000946746	
5	2	0	6	50	983	436	[932,403,1023,470]	287.8	634.22					64	162.213	0.831288	0.681796	1859.49	7302.52	3228.9	0	0	0	0	0	0	0	0	
5	2	0	6	51	278	455	[235,412,323,500]	156.03	630.71					65	208.378	0.993661	0.795095	1619.52	6708.76	1497.48	964	0.0247496	38	0.006456	1000	0.0227851	42	0.00713558	
5	2	0	6	52	267	554	[220,515,334,590]	155.3	612.64					66	221.371	0.907806	0.548479	1504.74	6425.83	1562.09	127	0.0017843	7	0.00111946	291	0.00441062	12	0.00191908	
5	2	0	6	53	866	559	[829,522,911,598]	267.23	611.26					67	172.799	0.992595	0.880291	1599.84	7143.56	1887.58	438	0.0173835	7	0.00143413	523	0.0224229	14	0.00286826	
5	2	0	6	54	449	577	[404,541,488,611]	187.82	607.94					68	157.505	0.847549	0.685603	1655.33	5144.01	1589.69	237	0.0023998	10	0.0022477	37	0.000398127	2	0.000449539	
5	2	0	6	55	922	664	[882,626,970,704]	277.74	591.47					70	182.251	0.969625	0.755696	1746.64	7083.06	2329.63	24	0.000183547	1	0.00019425	525	0.00529193	9	0.00174825	
5	2	0	6	56	599	724	[567,685,632,769]	216.21	579.86					71	152.549	0.978619	0.732196	1420.09	7153.35	1741.54	382	0.00861274	14	0.00324901	973	0.0415454	31	0.00719424	
5	2	0	6	57	761	767	[694,721,801,816]	245	571.44					72	216.06	0.820789	0.467529	1787.9	6210.84	2409.57	397	0.00269063	12	0.00196625	184	0.00236098	8	0.00131083	
5	2	0	6	58	637	810	[597,777,681,844]	223.31	564.04					73	148.938	0.926379	0.709541	1943.72	6704.68	2351.65	0	0	0	0	61	0.00111569	2	0.000475398	
5	2	0	6	59	148	861	[105,814,191,905]	131.31	554.87					74	211.069	1.00085	0.787792	1377.87	5803.98	1304.99	249	0.00130189	11	0.00184502	1301	0.0208967	39	0.00654143	
5	2	0	6	60	266	897	[220,862,302,933]	152.69	547.61					75	161.258	0.983982	0.756789	1425.02	6884.11	1399.09	447	0.00715654	14	0.00307355	1046	0.0350719	34	0.00746433	
5	2	0	6	61	339	984	[305,949,375,1019]	167.25	531.37					76	137.503	0.984537	0.841814	1499.34	4944.11	1063.75	82	0.029315	2	0.000514933	106	0.0316151	3	0.0007724	
5	2	0	37	1	444	61	[411,32,474,104]	392.28	-321.41					4	109.075	0.935872	0.651075	1868.79	7097.46	2420.16	256	0.0408949	7	0.00227199	257	0.0234641	8	0.00259656	
5	2	0	37	2	369	98	[339,69,401,127]	378.25	-327.18					5	101.959	0.963993	0.894542	2215.09	7532.99	2246.14	367	0.00437841	10	0.00347222	47	0.000829066	2	0.000694444	
5	2	0	37	3	238	208	[206,176,270,240]	353.4	-347.72					8	115.27	0.96578	0.784465	2123.92	6382.72	1516.94	309	0.00678961	10	0.00307125	94	0.00189644	4	0.0012285	
5	2	0	37	4	296	261	[259,230,328,299]	364	-357.82					9	123.058	0.909104	0.774701	1963.6	5894.36	1400.42	137	0.00103771	5	0.00143843	20	0.000291764	1	0.000287687	
5	2	0	37	5	171	280	[130,254,215,306]	341.36	-361.29					10	130.458	0.909755	0.594008	1707.42	5705.06	1276.04	315	0.0588231	9	0.00244233	272	0.0470729	6	0.00162822	
5	2	0	37	6	270	313	[232,282,314,346]	359.72	-367.76					11	141.822	0.943975	0.658246	1750.45	7684.57	1654.13	493	0.0268241	20	0.00499251	596	0.0169378	22	0.00549176	
5	2	0	37	7	804	408	[761,377,841,441]	459.38	-385.58					12	139.202	0.964558	0.679682	2078.88	7715.35	1955.4	390	0.00373714	10	0.00254323	595	0.0185795	18	0.00457782	
5	2	0	37	8	431	423	[399,385,463,457]	389.55	-387.77					13	121.926	0.956866	0.694997	1647.22	5949.98	1362.17	160	0.0250329	5	0.0014518	146	0.0098657	4	0.00116144	
5	2	0	37	9	370	440	[337,406,403,479]	377.93	-391.75					14	137.821	0.959122	0.879814	1547.13	5487.23	1201.81	247	0.00623317	5	0.00128436	411	0.00886924	14	0.0035962	
5	2	0	37	10	591	489	[552,456,627,524]	419.43	-400.66					16	137.078	0.961406	0.649798	1636.92	5253.54	1329.34	70	0.0021339	2	0.000516529	87	0.00206433	4	0.00103306	
5	2	0	37	11	92	501	[65,461,116,547]	325.69	-403.12					17	123.129	0.894553	0.525365	1754.14	5929.92	1347.3	292	0.00274695	10	0.00287522	320	0.00655769	12	0.00345026	
5	2	0	37	12	156	499	[127,465,185,531]	337.87	-402.12					18	107.163	0.985384	0.841331	1688.44	6663.57	1425.19	319	0.0732653	3	0.00099108	254	0.0311701	6	0.00198216	
5	2	0	37	13	936	538	[909,520,961,557]	484.53	-409.99					19	48.0409	0.864679	0.617843	2615.22	7479.97	4317.65	0	0	0	0	0	0	0	0	
5	2	0	37	14	593	555	[560,526,622,597]	419.64	-414.02					20	114.102	0.989766	0.655361	1841.98	6127.29	1580.49	405	0.0142189	13	0.00403351	247	0.00671954	9	0.00279243	
5	2	0	37	15	184	561	[160,533,207,595]	342.96	-414.65					21	81.0005	0.961063	0.713927	1927.45	8052.32	2258.33	166	0.00275204	4	0.00174825	141	0.002868	6	0.00262238	
5	2	0	37	16	654	566	[628,537,680,600]	431.44	-415.53					22	95.0198	0.982195	0.7918	1989.78	7425.35	1565.93	361	0.0156083	8	0.00298063	164	0.00466127	4	0.00149031	
5	2	0	37	17	358	613	[321,583,393,648]	375.6	-424.3					23	124.368	0.967704	0.736545	1751.35	5942.11	1223.55	197	0.00175952	6	0.00170794	85	0.000932242	3	0.000853971	
5	2	0	37	18	87	639	[59,597,115,682]	324.71	-428.76					25	137.538	0.932591	0.62433	1639.29	5252.46	1218.74	111	0.0012232	4	0.0010296	83	0.00113651	4	0.0010296	
5	2	0	37	19	312	673	[273,638,351,707]	367.34	-434.95					27	147.84	0.922488	0.791342	1717.69	5222.64	1641.85	0	0	0	0	0	0	0	0	
5	2	0	37	20	472	718	[440,672,505,756]	397.39	-443.23					28	148.583	0.959111	0.734507	1847.1	6005.46	1383.11	244	0.00527871	7	0.00166786	383	0.014983	15	0.00357398	
5	2	0	37	21	792	713	[756,686,838,742]	458.07	-442.65					29	125.218	0.944148	0.644196	1880.63	5955.27	1464.12	498	0.00420974	16	0.00452361	104	0.00168464	4	0.0011309	
5	2	0	37	22	216	742	[167,693,240,774]	346.86	-446.29					30	133.679	0.828222	0.52221	1621.89	5410.12	1352.39	191	0.00414377	6	0.00158898	103	0.002265	4	0.00105932	
5	2	0	37	23	39	734	[8,703,70,772]	315.87	-447.27					31	122.669	0.977068	0.842205	2529.94	5561.94	1330.29	538	0.010998	11	0.0031746	334	0.00869484	13	0.0037518	
5	2	0	37	24	972	758	[940,722,1003,795]	491.29	-451.43					32	121.288	0.932416	0.747302	2260.46	7214.62	2794.3	238	0.00993619	4	0.00116754	528	0.00956652	5	0.00145943	
5	2	0	37	25	286	776	[263,747,311,811]	362.69	-454.98					33	89.8157	0.914086	0.682587	2261.98	7951.77	2796.34	103	0.00120107	3	0.0011825	51	0.00130592	1	0.000394166	
5	2	0	37	26	349	749	[310,709,417,819]	376.33	-452.17					34	247.427	0.821037	0.547353	2193.54	9828.72	4450.65	0	0	0	0	621	0.00576433	6	0.000858492	
5	2	0	37	27	424	811	[396,785,454,837]	388.68	-461.41					36	74.5927	0.872439	0.755817	2013.2	7081.87	3867.38	0	0	0	0	0	0	0	0	
5	2	0	37	28	547	840	[528,811,567,870]	411.45	-466.63					38	59.6175	0.902357	0.562878	1721.94	9543.67	4929.56	0	0	0	0	65	0.00178787	1	0.000593824	
5	2	0	37	29	472	859	[444,829,500,895]	397.26	-470.52					39	103.552	0.948329	0.795644	2078.15	7418.99	2606.89	0	0	0	0	39	0.00059296	2	0.000683761	
5	2	0	37	30	282	900	[249,860,316,942]	361.66	-477.95					40	146.424	0.917446	0.679303	1695.82	5289.59	1263.57	253	0.00236778	9	0.00217602	301	0.00477	10	0.00241779	
5	2	0	37	31	871	892	[828,862,909,926]	471.81	-476.89					42	133.715	0.922647	0.632022	2076.41	6999.86	2903.67	108	0.000627298	2	0.000529521	23	0.000516153	1	0.00026476	
5	2	0	37	32	892	951	[854,919,938,985]	477.28	-487.77					43	152.018	0.932487	0.749882	1996.9	5010.1	1341.4	149	0.0239742	5	0.00116442	114	0.011913	4	0.000931532	
5	2	0	37	33	338	979	[306,948,376,1010]	372.55	-492.59					44	110.738	0.955449	0.658236	2057.34	6213.82	1892.35	47	0.000417788	2	0.000639386	99	0.00135554	3	0.000959079	
5	2	0	37	34	615	991	[567,957,658,1025]	423.68	-495.12					45	170.887	0.939413	0.725801	1915.44	4550	1287.52	507	0.0489983	8	0.00165734	320	0.0227729	4	0.000828672	
5	2	0	37	35	384	1026	[347,985,419,1069]	380.54	-501.9					46	155.593	0.964298	0.64398	1662.05	4741.64	1247.8	132	0.00129736	6	0.00136519	62	0.00153728	2	0.000455063	
5	2	0	37	36	218	1022	[182,992,263,1053]	350.32	-500.8					47	138.423	0.972043	0.700276	1703.83	5182.45	1165.51	324	0.00479057	12	0.00306905	210	0.00498539	8	0.00204604	
5	2	0	37	37	887	86	[839,48,935,126]	475.88	-325.13					51	220.663	0.960735	0.772368	1911.75	6480.99	1248.81	847	0.0506981	25	0.00401091	632	0.0227065	21	0.00336916	
5	2	0	37	38	183	111	[136,67,222,152]	342.85	-329.17					52	170.568	0.92951	0.824435	2288.88	7120.34	2890.33	916	0.0257297	30	0.00622665	1000	0.0259576	41	0.00850976	
5	2	0	37	39	714	143	[678,105,752,194]	443.12	-336.71					53	178.144	0.990067	0.753457	1711	6629.85	1383.34	888	0.0123852	24	0.00476948	1022	0.0177877	38	0.00755167	
5	2	0	37	40	941	166	[907,131,974,224]	485.68	-341.88					54	174.887	0.960985	0.67763	1452.14	5614.75	1229.39	478	0.0183815	14	0.00283401	1038	0.03191	39	0.00789474	
5	2	0	37	41	127	167	[89,131,163,210]	332.52	-340.38					55	157.505	0.875696	0.83371	2369.2	10648.5	5087.2	326	0.00556268	9	0.00202293	340	0.00542231	13	0.00292201	
5	2	0	37	42	615	182	[577,144,654,224]	424.39	-343.27					56	173.471	1.0098	0.899385	1622.37	4625.34	1082.72	958	0.0294428	31	0.00632653	1079	0.0540226	43	0.00877551	
5	2	0	37	43	756	229	[719,192,795,268]	450.85	-351.69					57	152.301	0.982868	0.695061	1719.43	6074.54	1292.1	523	0.00569611	18	0.0041841	1057	0.0177754	36	0.0083682	
5	2	0	37	44	879	298	[837,262,916,334]	473.45	-364.57					58	157.469	1.00155	0.863893	1917.68	6797.92	1448.33	456	0.00679395	15	0.0033723	1082	0.0240451	33	0.00741906	
5	2	0	37	45	729	353	[695,320,769,387]	446.39	-375					59	143.804	0.993229	0.838348	1620.68	5492.68	1186.08	541	0.0125004	15	0.00369276	911	0.0260699	29	0.00713934	
5	2	0	37	46	477	356	[441,320,514,401]	398.28	-376.42					60	162.709	1.02016	0.866394	1671.79	5019.82	1242.72	424	0.00864752	14	0.00304613	959	0.0185033	31	0.006745	
5	2	0	37	47	820	519	[765,452,893,577]	464.18	-405.24					61	369.883	0.822529	0.618111	2162.04	9198.12	4002.49	334	0.0202088	5	0.00047856	702	0.0353519	16	0.00153139	
5	2	0	37	48	257	529	[224,496,293,565]	357.29	-408.38					62	126.138	1.01029	0.835651	1452.36	5564.79	1206.53	123	0.0147087	4	0.00112265	292	0.0224687	12	0.00336795	
5	2	0	37	49	510	653	[459,609,572,697]	405.63	-430.56					63	243.851	0.866444	0.590935	1870.98	6867.39	1774.48	517	0.0150011	14	0.00203252	893	0.0215763	20	0.0029036	
5	2	0	37	50	709	677	[668,637,745,718]	441.74	-436.1					64	153.398	0.971505	0.620995	1731.58	5056.97	1315.81	345	0.0266649	4	0.000923148	469	0.00904735	11	0.00253866	
5	2	0	37	51	934	700	[883,661,979,741]	483.89	-440.26					65	209.015	0.923811	0.761171	2282.1	7351.9	2363.37	379	0.00390925	9	0.00152439	31	0.000263885	1	0.000169377	
5	2	0	37	52	579	717	[539,674,621,756]	417.76	-443.09					66	178.251	0.966729	0.679872	1844.07	8326.13	1759.33	667	0.0129331	11	0.00218471	1351	0.0332736	31	0.0061569	
5	2	0	37	53	755	778	[722,744,787,818]	450.55	-455.31					67	133.538	0.963003	0.733908	1853.74	6950.69	2445.67	291	0.00484401	8	0.00212089	519	0.0138748	18	0.004772	
5	2	0	37	54	656	816	[619,778,693,856]	431.93	-462.15					68	160.479	0.991432	0.835665	2299.73	5383.31	1631.3	501	0.0130282	12	0.00264725	665	0.0156706	23	0.0050739	
5	2	0	37	55	748	927	[679,869,813,1022]	448.37	-485.19					69	479.985	0.755661	0.545615	2503.75	11047.1	4971.09	370	0.00190573	10	0.000737572	1022	0.00750988	39	0.00287653	
5	2	0	37	56	382	915	[349,882,422,949]	380.91	-480.73					70	140.547	0.991294	0.867893	1634.18	5449.35	1272.97	226	0.00331636	8	0.00201511	95	0.00151203	5	0.00125945	
5	2	0	37	57	517	935	[482,901,551,977]	405.61	-485.1					71	141.432	0.97328	0.754247	1813.15	7831.03	2300.46	76	0.00127926	2	0.000500626	316	0.00459187	9	0.00225282	
5	2	0	37	58	236	940	[201,905,273,976]	353.08	-485.33					72	136.865	0.971153	0.765071	1660.92	5618.77	1074.78	350	0.00654652	11	0.00284532	99	0.00149281	4	0.00103466	
5	2	0	37	59	119	962	[83,921,157,1009]	330.96	-490.04					73	180.092	0.986504	0.75439	1818.63	5950.19	1194.84	780	0.0189941	24	0.00471791	951	0.0285726	35	0.00688028	
5	2	0	31	1	676	60	[642,27,712,94]	-178.92	-114.81					2	129.502	0.967806	0.901485	1589.08	5908.87	2223.79	0	0	0	0	339	0.00856406	3	0.00082012	
5	2	0	31	2	380	87	[345,53,417,120]	-234.75	-119.83					4	131.413	0.987005	0.721543	1608.78	5462.09	1183.85	226	0.0489412	4	0.00107759	310	0.0226833	11	0.00296336	
5	2	0	31	3	225	139	[194,105,256,171]	-264.07	-129.66					5	115.27	1.00784	0.892046	1931.68	5929.87	1202.17	245	0.00340208	9	0.00276413	75	0.00126882	4	0.0012285	
5	2	0	31	4	1040	195	[1000,166,1070,226]	-111.66	-140.66					6	92.4708	0.840842	0.445807	2129.86	10282.2	4946.51	169	0.00692122	4	0.00153139	382	0.0146816	8	0.00306279	
5	2	0	31	5	393	208	[362,176,426,244]	-232.35	-142.89					7	112.261	0.957098	0.672673	1761.1	6009.16	1293.02	192	0.0124395	6	0.00189215	102	0.00595116	4	0.00126143	
5	2	0	31	6	206	234	[164,207,244,259]	-268.11	-147.17					8	110.243	0.919427	0.552907	1667.5	6122.56	1583.55	56	0.00043941	3	0.000963391	50	0.000871562	2	0.000642261	
5	2	0	31	7	777	252	[750,222,801,305]	-160.46	-153.13					9	119.023	0.912059	0.556036	1799.01	5894.4	1291.74	565	0.044079	14	0.00416419	529	0.0188594	18	0.00535396	
5	2	0	31	8	346	258	[318,232,373,291]	-241.53	-152.53					10	93.3913	0.979148	0.816284	1806.74	7124.35	1678.62	92	0.0390772	1	0.000379075	146	0.0104867	6	0.00227445	
5	2	0	31	9	384	352	[321,312,424,392]	-236.11	-169.91					11	208.98	0.830573	0.679746	1755.73	5745.66	2104.38	185	0.00119321	7	0.00118584	167	0.00197563	8	0.00135524	
5	2	0	31	10	855	358	[826,319,885,404]	-145.81	-171.67					12	140.37	0.948499	0.665362	1400.73	4977.95	1234.18	188	0.0236204	7	0.00176545	323	0.0214341	12	0.00302648	
5	2	0	31	11	723	366	[693,331,753,406]	-170.43	-173					13	126.28	0.970514	0.760202	2024.85	9722.6	3349.74	345	0.00604318	8	0.00224278	302	0.00644431	9	0.00252313	
5	2	0	31	12	789	409	[754,380,816,441]	-158.16	-181.05					15	98.737	0.922875	0.730764	1644.05	7375.5	2095.43	41	0.000571616	1	0.000358551	83	0.00136244	3	0.00107565	
5	2	0	31	13	363	422	[326,395,391,453]	-238.97	-183.74					16	97.8874	0.947901	0.723069	1824.06	7603.35	2499.44	315	0.0411268	4	0.00144665	244	0.0182991	4	0.00144665	
5	2	0	31	14	569	467	[535,434,602,502]	-199.57	-191.62					17	127.2	0.980134	0.908153	1732.5	6395.47	2161.23	86	0.00113903	3	0.000834957	13	0.000169179	1	0.000278319	
5	2	0	31	15	299	487	[265,453,343,522]	-249.46	-195.34					18	152.655	0.958862	0.82183	1674.44	4826.79	1173.66	206	0.0518733	6	0.00139147	247	0.0218871	7	0.00162338	
5	2	0	31	16	483	504	[443,476,513,532]	-216.4	-198.12					19	113.464	0.980605	0.770881	1526.47	6295.25	1323.6	140	0.0286355	4	0.00124805	114	0.016846	4	0.00124805	
5	2	0	31	17	185	510	[153,479,215,556]	-271.93	-200.36					20	127.13	0.837448	0.726293	1783.01	6231.04	3029.59	314	0.0158756	2	0.000556948	110	0.0028179	2	0.000556948	
5	2	0	31	18	562	551	[525,514,599,588]	-200.58	-207.27					21	149.433	0.987956	0.901657	1775.2	5654.1	1674.73	478	0.0239434	10	0.00236911	405	0.0168141	10	0.00236911	
5	2	0	31	19	344	557	[308,531,376,584]	-242.29	-208.42					22	101.923	0.969977	0.701415	1586.8	7032.55	1524.16	157	0.00382636	4	0.00138937	26	0.000580805	1	0.000347343	
5	2	0	31	20	867	565	[839,539,928,592]	-140.48	-210.16					23	139.025	0.913946	0.58437	1514.36	4922.28	1174.52	305	0.0315776	9	0.00229183	358	0.0197384	12	0.00305577	
5	2	0	31	21	414	568	[389,543,458,595]	-227.19	-210.75					24	98.383	0.950637	0.719126	1696.43	7500.58	1695.77	241	0.00903558	6	0.00215905	84	0.00170423	3	0.00107952	
5	2	0	31	22	392	623	[351,590,428,656]	-233.01	-220.76					25	137.892	0.954214	0.78392	1577.06	5377.93	1305.58	556	0.0246172	19	0.00487805	480	0.0177756	18	0.00462131	
5	2	0	31	23	758	653	[723,616,825,699]	-161.44	-227.88					26	182.995	0.831293	0.577564	1708.41	8207.22	3526.14	23	0.000126776	1	0.000193461	925	0.0125001	18	0.0034823	
5	2	0	31	24	846	671	[824,652,875,695]	-146.55	-230.33					27	53.7761	0.863607	0.608539	1759.73	7188.4	3652.71	0	0	0	0	0	0	0	0	
5	2	0	31	25	350	721	[311,691,381,755]	-241.44	-239.58					28	115.766	0.991827	0.698026	1756.76	6223.08	1259.78	219	0.0337887	3	0.000917431	231	0.00717401	4	0.00122324	
5	2	0	31	26	148	756	[113,726,181,789]	-278.98	-246					29	114.774	0.946378	0.729556	2000.17	6728.55	1662.03	512	0.0130143	10	0.00308452	474	0.0213525	14	0.00431832	
5	2	0	31	27	129	853	[96,821,162,886]	-282.49	-264.25					31	115.624	0.892016	0.855006	1391.28	4545.75	2163.91	0	0	0	0	0	0	0	0	
5	2	0	31	28	883	859	[851,826,915,895]	-140.26	-265.46					32	121.961	1.00315	0.805563	1912.07	5811.94	1204.29	240	0.0379431	8	0.00232221	194	0.0153403	5	0.00145138	
5	2	0	31	29	385	946	[361,922,410,977]	-234.16	-282.1					33	77.4603	0.986056	0.856299	1671.77	9615.22	2819.85	277	0.00942975	8	0.00365631	348	0.0117457	10	0.00457038	
5	2	0	31	30	773	964	[736,928,808,1008]	-161.39	-285.81					34	161.258	0.964211	0.776315	1629.67	4550.96	1042.93	552	0.0480446	15	0.00329308	728	0.0207246	28	0.00614709	
5	2	0	31	31	154	133	[121,100,189,170]	-277.33	-128.84					39	132.9	1.00473	0.884016	1659.53	5496.34	1062.99	186	0.0417213	7	0.00186468	274	0.0282658	10	0.00266383	
5	2	0	31	32	680	180	[613,133,738,238]	-179.51	-138.62					40	287.219	0.815374	0.515646	2067.35	10124.2	4208.56	641	0.0142121	16	0.00197214	1018	0.0179375	36	0.00443732	
5	2	0	31	33	926	246	[887,203,989,287]	-130.74	-150.38					41	210.502	0.885811	0.678628	2578.54	9669.55	4450.87	72	0.000335416	3	0.000504541	105	0.000639928	3	0.000504541	
5	2	0	31	34	603	267	[568,227,638,308]	-193.16	-154.01					42	161.364	0.989406	0.821961	1900.65	8812.14	3150.78	381	0.00389392	11	0.00241334	976	0.0149878	25	0.00548486	
5	2	0	31	35	269	379	[233,347,314,412]	-255.15	-175.01					43	148.442	0.973841	0.772379	1813.8	6085.92	1537.88	696	0.0118606	20	0.00476985	658	0.0252012	24	0.00572383	
5	2	0	31	36	634	443	[598,406,753,491]	-179.61	-188.18					44	322.975	0.788561	0.412261	1993.26	9963.8	3935.9	738	0.00677234	16	0.00175381	990	0.00778185	27	0.00295955	
5	2	0	31	37	91	481	[17,439,145,523]	-291.35	-193.24					45	259.18	0.811272	0.486546	3224.52	13501.7	6898.4	713	0.00479414	17	0.00232209	889	0.00816671	17	0.00232209	
5	2	0	31	38	111	629	[74,592,147,672]	-285.81	-222.41					46	163.275	0.995996	0.848528	1982.06	7923.49	1645.35	509	0.00821041	16	0.00346921	730	0.0152361	23	0.00498699	
5	2	0	31	39	979	628	[938,597,1014,663]	-122.9	-222.13					47	135.52	0.987446	0.686776	1522.24	4980.9	1136.17	373	0.030503	14	0.00365726	317	0.0118074	12	0.0031348	
5	2	0	31	40	515	700	[474,661,559,742]	-209.51	-235.3					48	187.384	0.98962	0.77977	1706.24	4683.54	1423.65	924	0.0317649	31	0.00585679	793	0.0277871	29	0.00547893	
